,Store,regions_observed,mapped_region
63796,242,"BW, BY, HE, NW, RP, SL",HE
63799,245,"BW, BY, HE, NW, RP, SL",HE
63801,247,"BW, BY, HE, NW, RP, SL",HE
63804,250,"BW, BY, HE, NW, RP, SL",HE
63813,259,"BW, BY, HE, NW, RP, SL",HE
63820,266,"BW, BY, HE, NW, RP, SL",HE
63825,271,"BW, BY, HE, NW, RP, SL",HE
63826,272,"BW, BY, HE, NW, RP, SL",HE
63828,274,"BW, BY, HE, NW, RP, SL",HE
63830,276,"BW, BY, HE, NW, RP, SL",HE
63839,285,"BW, BY, HE, NW, RP, SL",HE
63843,289,"BW, BY, HE, NW, RP, SL",HE
63845,291,"BW, BY, HE, NW, RP, SL",HE
63848,294,"BW, BY, HE, NW, RP, SL",HE
63850,296,"BW, BY, HE, NW, RP, SL",HE
63854,300,"BW, BY, HE, NW, RP, SL",HE
63856,302,"BW, BY, HE, NW, RP, SL",HE
63859,305,"BW, BY, HE, NW, RP, SL",HE
63865,311,"BW, BY, HE, NW, RP, SL",HE
63866,312,"BW, BY, HE, NW, RP, SL",HE
63872,318,"BW, BY, HE, NW, RP, SL",HE
63875,321,"BW, BY, HE, NW, RP, SL",HE
63890,336,"BW, BY, HE, NW, RP, SL",HE
63891,337,"BW, BY, HE, NW, RP, SL",HE
63892,338,"BW, BY, HE, NW, RP, SL",HE
63904,350,"BW, BY, HE, NW, RP, SL",HE
63911,357,"BW, BY, HE, NW, RP, SL",HE
63916,362,"BW, BY, HE, NW, RP, SL",HE
63923,369,"BW, BY, HE, NW, RP, SL",HE
63925,371,"BW, BY, HE, NW, RP, SL",HE
63937,383,"BW, BY, HE, NW, RP, SL",HE
63948,394,"BW, BY, HE, NW, RP, SL",HE
63955,401,"BW, BY, HE, NW, RP, SL",HE
63963,409,"BW, BY, HE, NW, RP, SL",HE
63965,411,"BW, BY, HE, NW, RP, SL",HE
63968,414,"BW, BY, HE, NW, RP, SL",HE
63990,436,"BW, BY, HE, NW, RP, SL",HE
63991,437,"BW, BY, HE, NW, RP, SL",HE
63992,438,"BW, BY, HE, NW, RP, SL",HE
63997,443,"BW, BY, HE, NW, RP, SL",HE
63998,444,"BW, BY, HE, NW, RP, SL",HE
64003,449,"BW, BY, HE, NW, RP, SL",HE
64005,451,"BW, BY, HE, NW, RP, SL",HE
64012,458,"BW, BY, HE, NW, RP, SL",HE
64019,465,"BW, BY, HE, NW, RP, SL",HE
64030,476,"BW, BY, HE, NW, RP, SL",HE
64035,481,"BW, BY, HE, NW, RP, SL",HE
64051,497,"BW, BY, HE, NW, RP, SL",HE
64056,502,"BW, BY, HE, NW, RP, SL",HE
64063,509,"BW, BY, HE, NW, RP, SL",HE
64071,517,"BW, BY, HE, NW, RP, SL",HE
64097,543,"BW, BY, HE, NW, RP, SL",HE
64098,544,"BW, BY, HE, NW, RP, SL",HE
64102,548,"BW, BY, HE, NW, RP, SL",HE
64104,550,"BW, BY, HE, NW, RP, SL",HE
64106,552,"BW, BY, HE, NW, RP, SL",HE
64122,568,"BW, BY, HE, NW, RP, SL",HE
64136,582,"BW, BY, HE, NW, RP, SL",HE
64138,584,"BW, BY, HE, NW, RP, SL",HE
64143,589,"BW, BY, HE, NW, RP, SL",HE
64155,601,"BW, BY, HE, NW, RP, SL",HE
64156,602,"BW, BY, HE, NW, RP, SL",HE
64168,614,"BW, BY, HE, NW, RP, SL",HE
64169,615,"BW, BY, HE, NW, RP, SL",HE
64171,617,"BW, BY, HE, NW, RP, SL",HE
64172,618,"BW, BY, HE, NW, RP, SL",HE
64180,626,"BW, BY, HE, NW, RP, SL",HE
64181,627,"BW, BY, HE, NW, RP, SL",HE
64188,634,"BW, BY, HE, NW, RP, SL",HE
64208,654,"BW, BY, HE, NW, RP, SL",HE
64210,656,"BW, BY, HE, NW, RP, SL",HE
64213,659,"BW, BY, HE, NW, RP, SL",HE
64215,661,"BW, BY, HE, NW, RP, SL",HE
64219,665,"BW, BY, HE, NW, RP, SL",HE
64226,672,"BW, BY, HE, NW, RP, SL",HE
64230,676,"BW, BY, HE, NW, RP, SL",HE
64240,686,"BW, BY, HE, NW, RP, SL",HE
64243,689,"BW, BY, HE, NW, RP, SL",HE
64247,693,"BW, BY, HE, NW, RP, SL",HE
64253,699,"BW, BY, HE, NW, RP, SL",HE
64254,700,"BW, BY, HE, NW, RP, SL",HE
64262,708,"BW, BY, HE, NW, RP, SL",HE
64272,718,"BW, BY, HE, NW, RP, SL",HE
64277,723,"BW, BY, HE, NW, RP, SL",HE
64280,726,"BW, BY, HE, NW, RP, SL",HE
64281,727,"BW, BY, HE, NW, RP, SL",HE
64294,740,"BW, BY, HE, NW, RP, SL",HE
64297,743,"BW, BY, HE, NW, RP, SL",HE
64299,745,"BW, BY, HE, NW, RP, SL",HE
64300,746,"BW, BY, HE, NW, RP, SL",HE
64327,773,"BW, BY, HE, NW, RP, SL",HE
64333,779,"BW, BY, HE, NW, RP, SL",HE
64334,780,"BW, BY, HE, NW, RP, SL",HE
64341,787,"BW, BY, HE, NW, RP, SL",HE
64344,790,"BW, BY, HE, NW, RP, SL",HE
64348,794,"BW, BY, HE, NW, RP, SL",HE
64352,798,"BW, BY, HE, NW, RP, SL",HE
64357,803,"BW, BY, HE, NW, RP, SL",HE
64361,807,"BW, BY, HE, NW, RP, SL",HE
64362,808,"BW, BY, HE, NW, RP, SL",HE
64366,812,"BW, BY, HE, NW, RP, SL",HE
64372,818,"BW, BY, HE, NW, RP, SL",HE
64383,829,"BW, BY, HE, NW, RP, SL",HE
64384,830,"BW, BY, HE, NW, RP, SL",HE
64386,832,"BW, BY, HE, NW, RP, SL",HE
64390,836,"BW, BY, HE, NW, RP, SL",HE
64391,837,"BW, BY, HE, NW, RP, SL",HE
64395,841,"BW, BY, HE, NW, RP, SL",HE
64406,852,"BW, BY, HE, NW, RP, SL",HE
64408,854,"BW, BY, HE, NW, RP, SL",HE
64411,857,"BW, BY, HE, NW, RP, SL",HE
64420,866,"BW, BY, HE, NW, RP, SL",HE
64422,868,"BW, BY, HE, NW, RP, SL",HE
64423,869,"BW, BY, HE, NW, RP, SL",HE
64425,871,"BW, BY, HE, NW, RP, SL",HE
64427,873,"BW, BY, HE, NW, RP, SL",HE
64441,887,"BW, BY, HE, NW, RP, SL",HE
64446,892,"BW, BY, HE, NW, RP, SL",HE
64453,899,"BW, BY, HE, NW, RP, SL",HE
64460,906,"BW, BY, HE, NW, RP, SL",HE
64462,908,"BW, BY, HE, NW, RP, SL",HE
64472,918,"BW, BY, HE, NW, RP, SL",HE
64475,921,"BW, BY, HE, NW, RP, SL",HE
64487,933,"BW, BY, HE, NW, RP, SL",HE
64491,937,"BW, BY, HE, NW, RP, SL",HE
64494,940,"BW, BY, HE, NW, RP, SL",HE
64496,942,"BW, BY, HE, NW, RP, SL",HE
64514,960,"BW, BY, HE, NW, RP, SL",HE
64517,963,"BW, BY, HE, NW, RP, SL",HE
64519,965,"BW, BY, HE, NW, RP, SL",HE
64522,968,"BW, BY, HE, NW, RP, SL",HE
64524,970,"BW, BY, HE, NW, RP, SL",HE
64532,978,"BW, BY, HE, NW, RP, SL",HE
64536,982,"BW, BY, HE, NW, RP, SL",HE
64544,990,"BW, BY, HE, NW, RP, SL",HE
64547,993,"BW, BY, HE, NW, RP, SL",HE
64549,995,"BW, BY, HE, NW, RP, SL",HE
64550,996,"BW, BY, HE, NW, RP, SL",HE
64551,997,"BW, BY, HE, NW, RP, SL",HE
64553,999,"BW, BY, HE, NW, RP, SL",HE
64571,1017,"BW, BY, HE, NW, RP, SL",HE
64574,1020,"BW, BY, HE, NW, RP, SL",HE
64577,1023,"BW, BY, HE, NW, RP, SL",HE
64588,1034,"BW, BY, HE, NW, RP, SL",HE
64589,1035,"BW, BY, HE, NW, RP, SL",HE
64604,1050,"BW, BY, HE, NW, RP, SL",HE
64628,1074,"BW, BY, HE, NW, RP, SL",HE
64633,1079,"BW, BY, HE, NW, RP, SL",HE
64636,1082,"BW, BY, HE, NW, RP, SL",HE
64637,1083,"BW, BY, HE, NW, RP, SL",HE
64638,1084,"BW, BY, HE, NW, RP, SL",HE
64640,1086,"BW, BY, HE, NW, RP, SL",HE
64644,1090,"BW, BY, HE, NW, RP, SL",HE
64647,1093,"BW, BY, HE, NW, RP, SL",HE
64652,1098,"BW, BY, HE, NW, RP, SL",HE
64657,1103,"BW, BY, HE, NW, RP, SL",HE
64662,1108,"BW, BY, HE, NW, RP, SL",HE
64669,1115,"BW, BY, HE, NW, RP, SL",HE
275654,5,SN,HE
275655,6,SN,HE
275695,55,SN,HE
275697,57,SN,HE
275699,60,SN,HE
275730,95,SN,HE
275731,96,SN,HE
275732,97,SN,HE
275751,121,SN,HE
275763,138,SN,HE
275793,178,SN,HE
275868,266,SN,HE
275873,271,SN,HE
275877,276,SN,HE
275886,291,SN,HE
275910,318,SN,HE
275913,321,SN,HE
275946,357,SN,HE
275987,401,SN,HE
276013,436,SN,HE
276014,437,SN,HE
276015,438,SN,HE
276020,443,SN,HE
276021,444,SN,HE
276051,476,SN,HE
276104,544,SN,HE
276164,614,SN,HE
276167,617,SN,HE
276174,626,SN,HE
276180,634,SN,HE
276194,654,SN,HE
276208,672,SN,HE
276220,686,SN,HE
276238,708,SN,HE
276251,726,SN,HE
276266,743,SN,HE
276267,745,SN,HE
276296,779,SN,HE
276297,780,SN,HE
276304,787,SN,HE
276311,794,SN,HE
276314,798,SN,HE
276321,808,SN,HE
276325,812,SN,HE
276340,830,SN,HE
276346,836,SN,HE
276351,841,SN,HE
276362,854,SN,HE
276375,869,SN,HE
276379,873,SN,HE
276395,892,SN,HE
276401,899,SN,HE
276414,918,SN,HE
276415,921,SN,HE
276426,933,SN,HE
276433,940,SN,HE
276454,963,SN,HE
276459,968,SN,HE
276467,978,SN,HE
276471,982,SN,HE
276478,990,SN,HE
276481,993,SN,HE
276483,995,SN,HE
276484,996,SN,HE
276487,999,SN,HE
276501,1017,SN,HE
276506,1023,SN,HE
276516,1034,SN,HE
276517,1035,SN,HE
276550,1074,SN,HE
276557,1082,SN,HE
276565,1090,SN,HE
276567,1093,SN,HE
276571,1098,SN,HE
276578,1108,SN,HE
293419,5,"BB, MV, SN, ST, TH",HE
293420,6,"BB, MV, SN, ST, TH",HE
293460,55,"BB, MV, SN, ST, TH",HE
293462,57,"BB, MV, SN, ST, TH",HE
293464,60,"BB, MV, SN, ST, TH",HE
293495,95,"BB, MV, SN, ST, TH",HE
293496,96,"BB, MV, SN, ST, TH",HE
293497,97,"BB, MV, SN, ST, TH",HE
293516,121,"BB, MV, SN, ST, TH",HE
293528,138,"BB, MV, SN, ST, TH",HE
293558,178,"BB, MV, SN, ST, TH",HE
293633,266,"BB, MV, SN, ST, TH",HE
293638,271,"BB, MV, SN, ST, TH",HE
293642,276,"BB, MV, SN, ST, TH",HE
293651,291,"BB, MV, SN, ST, TH",HE
293675,318,"BB, MV, SN, ST, TH",HE
293678,321,"BB, MV, SN, ST, TH",HE
293711,357,"BB, MV, SN, ST, TH",HE
293752,401,"BB, MV, SN, ST, TH",HE
293778,436,"BB, MV, SN, ST, TH",HE
293779,437,"BB, MV, SN, ST, TH",HE
293780,438,"BB, MV, SN, ST, TH",HE
293785,443,"BB, MV, SN, ST, TH",HE
293786,444,"BB, MV, SN, ST, TH",HE
293816,476,"BB, MV, SN, ST, TH",HE
293869,544,"BB, MV, SN, ST, TH",HE
293929,614,"BB, MV, SN, ST, TH",HE
293932,617,"BB, MV, SN, ST, TH",HE
293939,626,"BB, MV, SN, ST, TH",HE
293945,634,"BB, MV, SN, ST, TH",HE
293959,654,"BB, MV, SN, ST, TH",HE
293973,672,"BB, MV, SN, ST, TH",HE
293985,686,"BB, MV, SN, ST, TH",HE
294003,708,"BB, MV, SN, ST, TH",HE
294016,726,"BB, MV, SN, ST, TH",HE
294031,743,"BB, MV, SN, ST, TH",HE
294032,745,"BB, MV, SN, ST, TH",HE
294061,779,"BB, MV, SN, ST, TH",HE
294062,780,"BB, MV, SN, ST, TH",HE
294069,787,"BB, MV, SN, ST, TH",HE
294076,794,"BB, MV, SN, ST, TH",HE
294079,798,"BB, MV, SN, ST, TH",HE
294086,808,"BB, MV, SN, ST, TH",HE
294090,812,"BB, MV, SN, ST, TH",HE
294105,830,"BB, MV, SN, ST, TH",HE
294111,836,"BB, MV, SN, ST, TH",HE
294116,841,"BB, MV, SN, ST, TH",HE
294127,854,"BB, MV, SN, ST, TH",HE
294140,869,"BB, MV, SN, ST, TH",HE
294144,873,"BB, MV, SN, ST, TH",HE
294160,892,"BB, MV, SN, ST, TH",HE
294166,899,"BB, MV, SN, ST, TH",HE
294179,918,"BB, MV, SN, ST, TH",HE
294180,921,"BB, MV, SN, ST, TH",HE
294191,933,"BB, MV, SN, ST, TH",HE
294198,940,"BB, MV, SN, ST, TH",HE
294219,963,"BB, MV, SN, ST, TH",HE
294224,968,"BB, MV, SN, ST, TH",HE
294232,978,"BB, MV, SN, ST, TH",HE
294236,982,"BB, MV, SN, ST, TH",HE
294243,990,"BB, MV, SN, ST, TH",HE
294246,993,"BB, MV, SN, ST, TH",HE
294248,995,"BB, MV, SN, ST, TH",HE
294249,996,"BB, MV, SN, ST, TH",HE
294252,999,"BB, MV, SN, ST, TH",HE
294266,1017,"BB, MV, SN, ST, TH",HE
294271,1023,"BB, MV, SN, ST, TH",HE
294281,1034,"BB, MV, SN, ST, TH",HE
294282,1035,"BB, MV, SN, ST, TH",HE
294315,1074,"BB, MV, SN, ST, TH",HE
294322,1082,"BB, MV, SN, ST, TH",HE
294330,1090,"BB, MV, SN, ST, TH",HE
294332,1093,"BB, MV, SN, ST, TH",HE
294336,1098,"BB, MV, SN, ST, TH",HE
294343,1108,"BB, MV, SN, ST, TH",HE
63557,3,"BW, BY, HE, NW, RP, SL",NW_RP
63563,9,"BW, BY, HE, NW, RP, SL",NW_RP
63568,14,"BW, BY, HE, NW, RP, SL",NW_RP
63573,19,"BW, BY, HE, NW, RP, SL",NW_RP
63577,23,"BW, BY, HE, NW, RP, SL",NW_RP
63578,24,"BW, BY, HE, NW, RP, SL",NW_RP
63579,25,"BW, BY, HE, NW, RP, SL",NW_RP
63581,27,"BW, BY, HE, NW, RP, SL",NW_RP
63583,29,"BW, BY, HE, NW, RP, SL",NW_RP
63584,30,"BW, BY, HE, NW, RP, SL",NW_RP
63587,33,"BW, BY, HE, NW, RP, SL",NW_RP
63589,35,"BW, BY, HE, NW, RP, SL",NW_RP
63592,38,"BW, BY, HE, NW, RP, SL",NW_RP
63593,39,"BW, BY, HE, NW, RP, SL",NW_RP
63594,40,"BW, BY, HE, NW, RP, SL",NW_RP
63596,42,"BW, BY, HE, NW, RP, SL",NW_RP
63597,43,"BW, BY, HE, NW, RP, SL",NW_RP
63599,45,"BW, BY, HE, NW, RP, SL",NW_RP
63604,50,"BW, BY, HE, NW, RP, SL",NW_RP
63616,62,"BW, BY, HE, NW, RP, SL",NW_RP
63618,64,"BW, BY, HE, NW, RP, SL",NW_RP
63625,71,"BW, BY, HE, NW, RP, SL",NW_RP
63628,74,"BW, BY, HE, NW, RP, SL",NW_RP
63634,80,"BW, BY, HE, NW, RP, SL",NW_RP
63636,82,"BW, BY, HE, NW, RP, SL",NW_RP
63637,83,"BW, BY, HE, NW, RP, SL",NW_RP
63638,84,"BW, BY, HE, NW, RP, SL",NW_RP
63640,86,"BW, BY, HE, NW, RP, SL",NW_RP
63644,90,"BW, BY, HE, NW, RP, SL",NW_RP
63646,92,"BW, BY, HE, NW, RP, SL",NW_RP
63647,93,"BW, BY, HE, NW, RP, SL",NW_RP
63648,94,"BW, BY, HE, NW, RP, SL",NW_RP
63652,98,"BW, BY, HE, NW, RP, SL",NW_RP
63656,102,"BW, BY, HE, NW, RP, SL",NW_RP
63671,117,"BW, BY, HE, NW, RP, SL",NW_RP
63678,124,"BW, BY, HE, NW, RP, SL",NW_RP
63680,126,"BW, BY, HE, NW, RP, SL",NW_RP
63685,131,"BW, BY, HE, NW, RP, SL",NW_RP
63696,142,"BW, BY, HE, NW, RP, SL",NW_RP
63697,143,"BW, BY, HE, NW, RP, SL",NW_RP
63700,146,"BW, BY, HE, NW, RP, SL",NW_RP
63701,147,"BW, BY, HE, NW, RP, SL",NW_RP
63706,152,"BW, BY, HE, NW, RP, SL",NW_RP
63707,153,"BW, BY, HE, NW, RP, SL",NW_RP
63711,157,"BW, BY, HE, NW, RP, SL",NW_RP
63712,158,"BW, BY, HE, NW, RP, SL",NW_RP
63715,161,"BW, BY, HE, NW, RP, SL",NW_RP
63720,166,"BW, BY, HE, NW, RP, SL",NW_RP
63723,169,"BW, BY, HE, NW, RP, SL",NW_RP
63724,170,"BW, BY, HE, NW, RP, SL",NW_RP
63725,171,"BW, BY, HE, NW, RP, SL",NW_RP
63730,176,"BW, BY, HE, NW, RP, SL",NW_RP
63733,179,"BW, BY, HE, NW, RP, SL",NW_RP
63738,184,"BW, BY, HE, NW, RP, SL",NW_RP
63742,188,"BW, BY, HE, NW, RP, SL",NW_RP
63743,189,"BW, BY, HE, NW, RP, SL",NW_RP
63749,195,"BW, BY, HE, NW, RP, SL",NW_RP
63753,199,"BW, BY, HE, NW, RP, SL",NW_RP
63754,200,"BW, BY, HE, NW, RP, SL",NW_RP
63755,201,"BW, BY, HE, NW, RP, SL",NW_RP
63760,206,"BW, BY, HE, NW, RP, SL",NW_RP
63764,210,"BW, BY, HE, NW, RP, SL",NW_RP
63767,213,"BW, BY, HE, NW, RP, SL",NW_RP
63768,214,"BW, BY, HE, NW, RP, SL",NW_RP
63770,216,"BW, BY, HE, NW, RP, SL",NW_RP
63773,219,"BW, BY, HE, NW, RP, SL",NW_RP
63774,220,"BW, BY, HE, NW, RP, SL",NW_RP
63781,227,"BW, BY, HE, NW, RP, SL",NW_RP
63782,228,"BW, BY, HE, NW, RP, SL",NW_RP
63783,229,"BW, BY, HE, NW, RP, SL",NW_RP
63788,234,"BW, BY, HE, NW, RP, SL",NW_RP
63792,238,"BW, BY, HE, NW, RP, SL",NW_RP
63793,239,"BW, BY, HE, NW, RP, SL",NW_RP
63795,241,"BW, BY, HE, NW, RP, SL",NW_RP
63798,244,"BW, BY, HE, NW, RP, SL",NW_RP
63805,251,"BW, BY, HE, NW, RP, SL",NW_RP
63806,252,"BW, BY, HE, NW, RP, SL",NW_RP
63807,253,"BW, BY, HE, NW, RP, SL",NW_RP
63808,254,"BW, BY, HE, NW, RP, SL",NW_RP
63809,255,"BW, BY, HE, NW, RP, SL",NW_RP
63810,256,"BW, BY, HE, NW, RP, SL",NW_RP
63819,265,"BW, BY, HE, NW, RP, SL",NW_RP
63823,269,"BW, BY, HE, NW, RP, SL",NW_RP
63827,273,"BW, BY, HE, NW, RP, SL",NW_RP
63844,290,"BW, BY, HE, NW, RP, SL",NW_RP
63857,303,"BW, BY, HE, NW, RP, SL",NW_RP
63862,308,"BW, BY, HE, NW, RP, SL",NW_RP
63863,309,"BW, BY, HE, NW, RP, SL",NW_RP
63868,314,"BW, BY, HE, NW, RP, SL",NW_RP
63870,316,"BW, BY, HE, NW, RP, SL",NW_RP
63877,323,"BW, BY, HE, NW, RP, SL",NW_RP
63879,325,"BW, BY, HE, NW, RP, SL",NW_RP
63880,326,"BW, BY, HE, NW, RP, SL",NW_RP
63882,328,"BW, BY, HE, NW, RP, SL",NW_RP
63883,329,"BW, BY, HE, NW, RP, SL",NW_RP
63884,330,"BW, BY, HE, NW, RP, SL",NW_RP
63885,331,"BW, BY, HE, NW, RP, SL",NW_RP
63888,334,"BW, BY, HE, NW, RP, SL",NW_RP
63889,335,"BW, BY, HE, NW, RP, SL",NW_RP
63893,339,"BW, BY, HE, NW, RP, SL",NW_RP
63895,341,"BW, BY, HE, NW, RP, SL",NW_RP
63897,343,"BW, BY, HE, NW, RP, SL",NW_RP
63900,346,"BW, BY, HE, NW, RP, SL",NW_RP
63905,351,"BW, BY, HE, NW, RP, SL",NW_RP
63908,354,"BW, BY, HE, NW, RP, SL",NW_RP
63912,358,"BW, BY, HE, NW, RP, SL",NW_RP
63913,359,"BW, BY, HE, NW, RP, SL",NW_RP
63918,364,"BW, BY, HE, NW, RP, SL",NW_RP
63924,370,"BW, BY, HE, NW, RP, SL",NW_RP
63926,372,"BW, BY, HE, NW, RP, SL",NW_RP
63932,378,"BW, BY, HE, NW, RP, SL",NW_RP
63934,380,"BW, BY, HE, NW, RP, SL",NW_RP
63940,386,"BW, BY, HE, NW, RP, SL",NW_RP
63941,387,"BW, BY, HE, NW, RP, SL",NW_RP
63942,388,"BW, BY, HE, NW, RP, SL",NW_RP
63945,391,"BW, BY, HE, NW, RP, SL",NW_RP
63946,392,"BW, BY, HE, NW, RP, SL",NW_RP
63947,393,"BW, BY, HE, NW, RP, SL",NW_RP
63949,395,"BW, BY, HE, NW, RP, SL",NW_RP
63951,397,"BW, BY, HE, NW, RP, SL",NW_RP
63957,403,"BW, BY, HE, NW, RP, SL",NW_RP
63959,405,"BW, BY, HE, NW, RP, SL",NW_RP
63960,406,"BW, BY, HE, NW, RP, SL",NW_RP
63964,410,"BW, BY, HE, NW, RP, SL",NW_RP
63969,415,"BW, BY, HE, NW, RP, SL",NW_RP
63971,417,"BW, BY, HE, NW, RP, SL",NW_RP
63972,418,"BW, BY, HE, NW, RP, SL",NW_RP
63978,424,"BW, BY, HE, NW, RP, SL",NW_RP
63979,425,"BW, BY, HE, NW, RP, SL",NW_RP
63980,426,"BW, BY, HE, NW, RP, SL",NW_RP
63985,431,"BW, BY, HE, NW, RP, SL",NW_RP
63989,435,"BW, BY, HE, NW, RP, SL",NW_RP
63995,441,"BW, BY, HE, NW, RP, SL",NW_RP
63999,445,"BW, BY, HE, NW, RP, SL",NW_RP
64000,446,"BW, BY, HE, NW, RP, SL",NW_RP
64002,448,"BW, BY, HE, NW, RP, SL",NW_RP
64010,456,"BW, BY, HE, NW, RP, SL",NW_RP
64017,463,"BW, BY, HE, NW, RP, SL",NW_RP
64020,466,"BW, BY, HE, NW, RP, SL",NW_RP
64021,467,"BW, BY, HE, NW, RP, SL",NW_RP
64024,470,"BW, BY, HE, NW, RP, SL",NW_RP
64027,473,"BW, BY, HE, NW, RP, SL",NW_RP
64029,475,"BW, BY, HE, NW, RP, SL",NW_RP
64040,486,"BW, BY, HE, NW, RP, SL",NW_RP
64047,493,"BW, BY, HE, NW, RP, SL",NW_RP
64060,506,"BW, BY, HE, NW, RP, SL",NW_RP
64061,507,"BW, BY, HE, NW, RP, SL",NW_RP
64062,508,"BW, BY, HE, NW, RP, SL",NW_RP
64064,510,"BW, BY, HE, NW, RP, SL",NW_RP
64069,515,"BW, BY, HE, NW, RP, SL",NW_RP
64070,516,"BW, BY, HE, NW, RP, SL",NW_RP
64075,521,"BW, BY, HE, NW, RP, SL",NW_RP
64081,527,"BW, BY, HE, NW, RP, SL",NW_RP
64082,528,"BW, BY, HE, NW, RP, SL",NW_RP
64086,532,"BW, BY, HE, NW, RP, SL",NW_RP
64089,535,"BW, BY, HE, NW, RP, SL",NW_RP
64090,536,"BW, BY, HE, NW, RP, SL",NW_RP
64095,541,"BW, BY, HE, NW, RP, SL",NW_RP
64099,545,"BW, BY, HE, NW, RP, SL",NW_RP
64111,557,"BW, BY, HE, NW, RP, SL",NW_RP
64115,561,"BW, BY, HE, NW, RP, SL",NW_RP
64117,563,"BW, BY, HE, NW, RP, SL",NW_RP
64118,564,"BW, BY, HE, NW, RP, SL",NW_RP
64119,565,"BW, BY, HE, NW, RP, SL",NW_RP
64121,567,"BW, BY, HE, NW, RP, SL",NW_RP
64124,570,"BW, BY, HE, NW, RP, SL",NW_RP
64126,572,"BW, BY, HE, NW, RP, SL",NW_RP
64133,579,"BW, BY, HE, NW, RP, SL",NW_RP
64135,581,"BW, BY, HE, NW, RP, SL",NW_RP
64140,586,"BW, BY, HE, NW, RP, SL",NW_RP
64146,592,"BW, BY, HE, NW, RP, SL",NW_RP
64151,597,"BW, BY, HE, NW, RP, SL",NW_RP
64164,610,"BW, BY, HE, NW, RP, SL",NW_RP
64170,616,"BW, BY, HE, NW, RP, SL",NW_RP
64175,621,"BW, BY, HE, NW, RP, SL",NW_RP
64177,623,"BW, BY, HE, NW, RP, SL",NW_RP
64178,624,"BW, BY, HE, NW, RP, SL",NW_RP
64179,625,"BW, BY, HE, NW, RP, SL",NW_RP
64193,639,"BW, BY, HE, NW, RP, SL",NW_RP
64194,640,"BW, BY, HE, NW, RP, SL",NW_RP
64195,641,"BW, BY, HE, NW, RP, SL",NW_RP
64196,642,"BW, BY, HE, NW, RP, SL",NW_RP
64205,651,"BW, BY, HE, NW, RP, SL",NW_RP
64207,653,"BW, BY, HE, NW, RP, SL",NW_RP
64209,655,"BW, BY, HE, NW, RP, SL",NW_RP
64211,657,"BW, BY, HE, NW, RP, SL",NW_RP
64212,658,"BW, BY, HE, NW, RP, SL",NW_RP
64228,674,"BW, BY, HE, NW, RP, SL",NW_RP
64229,675,"BW, BY, HE, NW, RP, SL",NW_RP
64232,678,"BW, BY, HE, NW, RP, SL",NW_RP
64235,681,"BW, BY, HE, NW, RP, SL",NW_RP
64239,685,"BW, BY, HE, NW, RP, SL",NW_RP
64241,687,"BW, BY, HE, NW, RP, SL",NW_RP
64244,690,"BW, BY, HE, NW, RP, SL",NW_RP
64245,691,"BW, BY, HE, NW, RP, SL",NW_RP
64246,692,"BW, BY, HE, NW, RP, SL",NW_RP
64249,695,"BW, BY, HE, NW, RP, SL",NW_RP
64251,697,"BW, BY, HE, NW, RP, SL",NW_RP
64257,703,"BW, BY, HE, NW, RP, SL",NW_RP
64259,705,"BW, BY, HE, NW, RP, SL",NW_RP
64261,707,"BW, BY, HE, NW, RP, SL",NW_RP
64267,713,"BW, BY, HE, NW, RP, SL",NW_RP
64271,717,"BW, BY, HE, NW, RP, SL",NW_RP
64278,724,"BW, BY, HE, NW, RP, SL",NW_RP
64283,729,"BW, BY, HE, NW, RP, SL",NW_RP
64285,731,"BW, BY, HE, NW, RP, SL",NW_RP
64287,733,"BW, BY, HE, NW, RP, SL",NW_RP
64288,734,"BW, BY, HE, NW, RP, SL",NW_RP
64291,737,"BW, BY, HE, NW, RP, SL",NW_RP
64292,738,"BW, BY, HE, NW, RP, SL",NW_RP
64296,742,"BW, BY, HE, NW, RP, SL",NW_RP
64302,748,"BW, BY, HE, NW, RP, SL",NW_RP
64303,749,"BW, BY, HE, NW, RP, SL",NW_RP
64305,751,"BW, BY, HE, NW, RP, SL",NW_RP
64306,752,"BW, BY, HE, NW, RP, SL",NW_RP
64307,753,"BW, BY, HE, NW, RP, SL",NW_RP
64310,756,"BW, BY, HE, NW, RP, SL",NW_RP
64313,759,"BW, BY, HE, NW, RP, SL",NW_RP
64318,764,"BW, BY, HE, NW, RP, SL",NW_RP
64323,769,"BW, BY, HE, NW, RP, SL",NW_RP
64324,770,"BW, BY, HE, NW, RP, SL",NW_RP
64330,776,"BW, BY, HE, NW, RP, SL",NW_RP
64336,782,"BW, BY, HE, NW, RP, SL",NW_RP
64338,784,"BW, BY, HE, NW, RP, SL",NW_RP
64339,785,"BW, BY, HE, NW, RP, SL",NW_RP
64345,791,"BW, BY, HE, NW, RP, SL",NW_RP
64346,792,"BW, BY, HE, NW, RP, SL",NW_RP
64347,793,"BW, BY, HE, NW, RP, SL",NW_RP
64349,795,"BW, BY, HE, NW, RP, SL",NW_RP
64350,796,"BW, BY, HE, NW, RP, SL",NW_RP
64353,799,"BW, BY, HE, NW, RP, SL",NW_RP
64354,800,"BW, BY, HE, NW, RP, SL",NW_RP
64363,809,"BW, BY, HE, NW, RP, SL",NW_RP
64364,810,"BW, BY, HE, NW, RP, SL",NW_RP
64370,816,"BW, BY, HE, NW, RP, SL",NW_RP
